Unnamed: 0,code,name,description,material,size,fragm,cultlayer,execorg,survyear,row_id,image_file,image_abs,image_exists,artifact_id,group_key,name_raw,name_norm,material_raw,material_norm,fragm_raw,fragm_norm,raw_label,norm_label,label_is_missing,label_is_uncertain,group_has_conflict,is_very_rare,quality_flag,split
739,БП11-Р01-Г01-1405,Тарелка,Тарелки фаянсовой с зеленой росписью края фр-т,Фаянс,Д16 см,Фрагмент,Горизонт 1/ темно-коричневый гумусированный суглинок,,,68,dataset/БП11-Р01-Г01-1405_orig.jpg,cu_data/dataset/БП11-Р01-Г01-1405_orig.jpg,True,БП11-Р01-Г01-1405,БП11-Р01-Г01,Тарелка,тарелка,Фаянс,фаянс,Фрагмент,фрагмент,Тарелка,тарелка,False,False,True,False,group_conflict,train_seed
576,БП11-Р01-Г03-3244,Тарелка,Тарелки красноглиняной со светло-желтой и коричневой поливой внутри и полихромной росписью поливой края фр-т,Керамика,Д28 см,Фрагмент,Горизонт 3/ темно-коричневый гумусированный суглинок с включениями кирпичной крошки,,,61,dataset/БП11-Р01-Г03-3244_orig.jpg,cu_data/dataset/БП11-Р01-Г03-3244_orig.jpg,True,БП11-Р01-Г03-3244,БП11-Р01-Г03,Тарелка,тарелка,Керамика,керамика,Фрагмент,фрагмент,Тарелка,тарелка,False,False,True,False,group_conflict,train_seed
502,БП11-Р01-Г03-3339,Изразец,Изразца красноглиняного с белой поливой и кобальтовой росписью фр-т,Керамика,,Фрагмент,Горизонт 3/ темно-коричневый гумусированный суглинок,,,59,dataset/БП11-Р01-Г03-3339_orig.jpg,cu_data/dataset/БП11-Р01-Г03-3339_orig.jpg,True,БП11-Р01-Г03-3339,БП11-Р01-Г03,Изразец,изразец,Керамика,керамика,Фрагмент,фрагмент,Изразец,изразец,False,False,True,False,group_conflict,train_seed
901,БП11-Р01-Г03-6483,Блюдце,Блюдца фарфорового с кобальтовой росписью профиля фр-т,Фарфор,"Д13,5 см",Фрагмент,Горизонт 3/ щепа + гумус,,,77,dataset/БП11-Р01-Г03-6483_orig.jpg,cu_data/dataset/БП11-Р01-Г03-6483_orig.jpg,True,БП11-Р01-Г03-6483,БП11-Р01-Г03,Блюдце,блюдце,Фарфор,фарфор,Фрагмент,фрагмент,Блюдце,блюдце,False,False,True,False,group_conflict,train_seed
866,БП11-Р01-Г03-6484,Блюдце,Блюдца фарфорового с клеймом профиль,Фаянс,Д10-14 см,Фрагмент,Горизонт 3/ щепа + гумус,,,75,dataset/БП11-Р01-Г03-6484_orig.jpg,cu_data/dataset/БП11-Р01-Г03-6484_orig.jpg,True,БП11-Р01-Г03-6484,БП11-Р01-Г03,Блюдце,блюдце,Фаянс,фаянс,Фрагмент,фрагмент,Блюдце,блюдце,False,False,True,False,group_conflict,train_seed
420,БП11-Р01-Г03-6493,Изразец,Изразец красноглиняный изогнутый с зеленой поливой фрагментированный,Керамика,"18,5х9+х4,5+ см",Фрагмент,Горизонт 3/ щепа + гумус,,,50,dataset/БП11-Р01-Г03-6493_orig.jpg,cu_data/dataset/БП11-Р01-Г03-6493_orig.jpg,True,БП11-Р01-Г03-6493,БП11-Р01-Г03,Изразец,изразец,Керамика,керамика,Фрагмент,фрагмент,Изразец,изразец,False,False,True,False,group_conflict,train_seed
1236,БП12-Г01-0732,Миска,Миски (?) красноглиняной орнаментированной с клеймом профиль,Красноглиняная керамика,"Д11-9,5; высота 2,7 см",Фрагмент,Горизонт 1/ темная гумусированная супесь с включением щепы и кирпичной крошки,,,151,dataset/БП12-Г01-0732_orig.jpg,cu_data/dataset/БП12-Г01-0732_orig.jpg,True,БП12-Г01-0732,БП12-Г01-0732,Миска,миска,Красноглиняная керамика,керамика,Фрагмент,фрагмент,Миска,миска,False,True,False,False,uncertain_label,train_seed
1244,БП12-Г01-0774,Крышка,Сосуда красноглиняного с белой поливой по слою белого ангоба внутри и коричневой снаружи крышки фр-т,Красноглиняная керамика,Д15 см,Фрагмент,Горизонт 1/ Темная гумусированная супесь с включением щепы и кирпичной крошки,,,153,dataset/БП12-Г01-0774_orig.jpg,cu_data/dataset/БП12-Г01-0774_orig.jpg,True,БП12-Г01-0774,БП12-Г01-0774,Крышка,крышка,Красноглиняная керамика,керамика,Фрагмент,фрагмент,Крышка,крышка,False,False,False,False,ok,train_seed
1249,БП12-Г01-0783,Крышка,Сосуда фаянсового крышки с полихромной росписью фр-т,Фаянс,"6,7х3,8х2 см",Фрагмент,Горизонт 1/ Темная гумусированная супесь с включением щепы и кирпичной крошки,,,154,dataset/БП12-Г01-0783_orig.jpg,cu_data/dataset/БП12-Г01-0783_orig.jpg,True,БП12-Г01-0783,БП12-Г01-0783,Крышка,крышка,Фаянс,фаянс,Фрагмент,фрагмент,Крышка,крышка,False,False,False,False,ok,train_seed
1254,БП12-Г01-0794,Блюдце,Блюдца фаянсового с полихромной росписью и клеймом профиль,Фаянс,Д15-9; высота 3 см,Фрагмент,Горизонт 1/ Темная гумусированная супесь с включением щепы и кирпичной крошки,,,156,dataset/БП12-Г01-0794_orig.jpg,cu_data/dataset/БП12-Г01-0794_orig.jpg,True,БП12-Г01-0794,БП12-Г01-0794,Блюдце,блюдце,Фаянс,фаянс,Фрагмент,фрагмент,Блюдце,блюдце,False,False,False,False,ok,train_seed
1293,БП12-Г01-1007,Изразец,Изразца красноглиняного орнаментированного с белой поливой фр-т,Керамика,,Фрагмент,Горизонт 1/ темная гумусированная супесь,,,158,dataset/БП12-Г01-1007_orig.jpg,cu_data/dataset/БП12-Г01-1007_orig.jpg,True,БП12-Г01-1007,БП12-Г01-1007,Изразец,изразец,Керамика,керамика,Фрагмент,фрагмент,Изразец,изразец,False,False,False,False,ok,train_seed
1371,БП12-Г01-1697,Блюдце,Блюдца фаянсового с кобальтовой росписью донца фр-т,Фаянс,"Д5,5 см",Фрагмент,Горизонт 1/ темный гумусированный суглинок с кирпичной крошкой,,,163,dataset/БП12-Г01-1697_orig.jpg,cu_data/dataset/БП12-Г01-1697_orig.jpg,True,БП12-Г01-1697,БП12-Г01-1697,Блюдце,блюдце,Фаянс,фаянс,Фрагмент,фрагмент,Блюдце,блюдце,False,False,False,False,ok,train_seed
1372,БП12-Г01-1713,Изразец,Изразца красноглиняного плоского с белой поливой и кобальтовой росписью фр-т,Керамика,"7х8х1,5 см",Фрагмент,Горизонт 1/ темный гумусированный суглинок с кирпичной крошкой,,,164,dataset/БП12-Г01-1713_orig.jpg,cu_data/dataset/БП12-Г01-1713_orig.jpg,True,БП12-Г01-1713,БП12-Г01-1713,Изразец,изразец,Керамика,керамика,Фрагмент,фрагмент,Изразец,изразец,False,False,False,False,ok,train_seed
1382,БП12-Г01-1956,Изразец,Изразца красноглиняного изогнутого орнаментированного с белой поливой и желтой по орнаменту фр-т,Красноглиняная керамика,,Фрагмент,Горизонт 1/ Темный гумусированый суглинок с включением кирпичной крошки,,,165,dataset/БП12-Г01-1956_orig.jpg,cu_data/dataset/БП12-Г01-1956_orig.jpg,True,БП12-Г01-1956,БП12-Г01-1956,Изразец,изразец,Красноглиняная керамика,керамика,Фрагмент,фрагмент,Изразец,изразец,False,False,False,False,ok,train_seed
1384,БП12-Г01-1974,Тарелка,Тарелки фаянсовой с клеймом донца фр-т,Фаянс,,Фрагмент,Горизонт 1/ Темный гумусированый суглинок с включением кирпичной крошки,,,166,dataset/БП12-Г01-1974_orig.jpg,cu_data/dataset/БП12-Г01-1974_orig.jpg,True,БП12-Г01-1974,БП12-Г01-1974,Тарелка,тарелка,Фаянс,фаянс,Фрагмент,фрагмент,Тарелка,тарелка,False,False,False,False,ok,train_seed
1389,БП12-Г01-1985,Тарелка,Тарелки фаянсовой с клеймом профиль,Фаянс,Д 27-15 см,Фрагмент,Горизонт 1/ Темный гумусированый суглинок с включением кирпичной крошки,,,167,dataset/БП12-Г01-1985_orig.jpg,cu_data/dataset/БП12-Г01-1985_orig.jpg,True,БП12-Г01-1985,БП12-Г01-1985,Тарелка,тарелка,Фаянс,фаянс,Фрагмент,фрагмент,Тарелка,тарелка,False,False,False,False,ok,train_seed
1419,БП12-Г01-2474,Крышка,Сосуда фаянсового крышка фрагментированная,Фаянс,"Д4-3,5; высота 1,5 см",Фрагмент,Горизонт 1/ мешаный гумусированный суглинок с кирпичной крошкой,,,168,dataset/БП12-Г01-2474_orig.jpg,cu_data/dataset/БП12-Г01-2474_orig.jpg,True,БП12-Г01-2474,БП12-Г01-2474,Крышка,крышка,Фаянс,фаянс,Фрагмент,фрагмент,Крышка,крышка,False,False,False,False,ok,train_seed
1420,БП12-Г01-2475,Блюдце,Блюдца фарфорового с рельефной поверхностью по внутренней стороне и с кобальтовой росписью профиль,Фарфор,Д12-7 см,Фрагмент,Горизонт 1/ мешаный гумусированный суглинок с кирпичной крошкой,,,169,dataset/БП12-Г01-2475_orig.jpg,cu_data/dataset/БП12-Г01-2475_orig.jpg,True,БП12-Г01-2475,БП12-Г01-2475,Блюдце,блюдце,Фарфор,фарфор,Фрагмент,фрагмент,Блюдце,блюдце,False,False,False,False,ok,train_seed
1433,БП12-Г01-3217,Крышка,Сосуда красноглиняного крышки профиль,Красноглиняная керамика,Д26 см,Фрагмент,Горизонт 1/ темная гумусированная супесь с кирпичной крошкой,,,171,dataset/БП12-Г01-3217_orig.jpg,cu_data/dataset/БП12-Г01-3217_orig.jpg,True,БП12-Г01-3217,БП12-Г01-3217,Крышка,крышка,Красноглиняная керамика,керамика,Фрагмент,фрагмент,Крышка,крышка,False,False,False,False,ok,train_seed
1434,БП12-Г01-3218,Крышка,Сосуда красноглиняного крышки ручка,Красноглиняная керамика,,Фрагмент,Горизонт 1/ темная гумусированная супесь с кирпичной крошкой,,,172,dataset/БП12-Г01-3218_orig.jpg,cu_data/dataset/БП12-Г01-3218_orig.jpg,True,БП12-Г01-3218,БП12-Г01-3218,Крышка,крышка,Красноглиняная керамика,керамика,Фрагмент,фрагмент,Крышка,крышка,False,False,False,False,ok,train_seed
1435,БП12-Г01-3220,Изразец,Изразца красноглиняного изогнутого с зеленой поливой фр-т,Керамика,,Фрагмент,Горизонт 1/ темная гумусированная супесь с кирпичной крошкой,,,173,dataset/БП12-Г01-3220_orig.jpg,cu_data/dataset/БП12-Г01-3220_orig.jpg,True,БП12-Г01-3220,БП12-Г01-3220,Изразец,изразец,Керамика,керамика,Фрагмент,фрагмент,Изразец,изразец,False,False,False,False,ok,train_seed
1437,БП12-Г01-3239,Миска,Миска красноглиняной с зеленой поливой внутри и нагаром снаружи профиль,Красноглиняная керамика,Д39-29; высота 7 см,Фрагмент,Горизонт 1/ темная гумусированная супесь с кирпичной крошкой,,,174,dataset/БП12-Г01-3239_orig.jpg,cu_data/dataset/БП12-Г01-3239_orig.jpg,True,БП12-Г01-3239,БП12-Г01-3239,Миска,миска,Красноглиняная керамика,керамика,Фрагмент,фрагмент,Миска,миска,False,False,False,False,ok,train_seed
1497,БП12-Г01-3414,Блюдце,Блюдца фаянсового с кобальтовой росписью и клеймом профиль,Фаянс,Д15-9 см,Фрагмент,Горизонт 1/ темный гумусированный суглинок с кирпичной крошкой,,,175,dataset/БП12-Г01-3414_orig.jpg,cu_data/dataset/БП12-Г01-3414_orig.jpg,True,БП12-Г01-3414,БП12-Г01-3414,Блюдце,блюдце,Фаянс,фаянс,Фрагмент,фрагмент,Блюдце,блюдце,False,False,False,False,ok,train_seed
1499,БП12-Г01-3416,Блюдце,Блюдца фаянсового с кобальтовой росписью и клеймом профиль,Фаянс,"Д14-10; высота 2,3 см",Фрагмент,Горизонт 1/ темный гумусированный суглинок с кирпичной крошкой,,,176,dataset/БП12-Г01-3416_orig.jpg,cu_data/dataset/БП12-Г01-3416_orig.jpg,True,БП12-Г01-3416,БП12-Г01-3416,Блюдце,блюдце,Фаянс,фаянс,Фрагмент,фрагмент,Блюдце,блюдце,False,False,False,False,ok,train_seed
1508,БП12-Г01-3511,Крышка,Сосуда красноглиняного ручка от крышки с темно-серой поливой овальной формы орнаментированная фрагментированная,Красноглиняная керамика,,Фрагмент,Горизонт 1/ Темный гумусированный суглинок с кирпичной крошкой,,,179,dataset/БП12-Г01-3511_orig.jpg,cu_data/dataset/БП12-Г01-3511_orig.jpg,True,БП12-Г01-3511,БП12-Г01-3511,Крышка,крышка,Красноглиняная керамика,керамика,Фрагмент,фрагмент,Крышка,крышка,False,False,False,False,ok,train_seed
1540,БП12-Г01-4902,Блюдце,Блюдца фарфорового с золотой и розовой каемкой и с клеймом профиль,Фарфор,Д13-8; высота 3 см,Фрагмент,Горизонт 1/ серый суглинок со щепой,,,181,dataset/БП12-Г01-4902_orig.jpg,cu_data/dataset/БП12-Г01-4902_orig.jpg,True,БП12-Г01-4902,БП12-Г01-4902,Блюдце,блюдце,Фарфор,фарфор,Фрагмент,фрагмент,Блюдце,блюдце,False,False,False,False,ok,train_seed
1541,БП12-Г01-4903,Блюдце,Блюдца фаянсового с черной росписью донца фр-т,Фаянс,Д12 см,Фрагмент,Горизонт 1/ серый суглинок со щепой,,,182,dataset/БП12-Г01-4903_orig.jpg,cu_data/dataset/БП12-Г01-4903_orig.jpg,True,БП12-Г01-4903,БП12-Г01-4903,Блюдце,блюдце,Фаянс,фаянс,Фрагмент,фрагмент,Блюдце,блюдце,False,False,False,False,ok,train_seed
1621,БП12-Г01-5843,Крышка,Сосуда фаянсового крышки с золотой каемкой и с полихромной росписью по синей поливе профиль,Фаянс,"Д8,5-7 см",Фрагмент,Горизонт 1/ темная гумусированная супесь с включением строительного мусора,,,185,dataset/БП12-Г01-5843_orig.jpg,cu_data/dataset/БП12-Г01-5843_orig.jpg,True,БП12-Г01-5843,БП12-Г01-5843,Крышка,крышка,Фаянс,фаянс,Фрагмент,фрагмент,Крышка,крышка,False,False,False,False,ok,train_seed
1649,БП12-Г01-6186,Тарелка,Тарелки фаянсовой орнаментированной с черной росписью края рельефного фр-т,Фаянс,,Фрагмент,Горизонт 1/ гумусовая супесь со щепой,,,189,dataset/БП12-Г01-6186_orig.jpg,cu_data/dataset/БП12-Г01-6186_orig.jpg,True,БП12-Г01-6186,БП12-Г01-6186,Тарелка,тарелка,Фаянс,фаянс,Фрагмент,фрагмент,Тарелка,тарелка,False,False,False,False,ok,train_seed
1664,БП12-Г01-6214,Крышка,Сосуда красноглиняного крышки ручки с белой поливой и кобальтовой росписью фр-т,Красноглиняная керамика,,Фрагмент,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,,,190,dataset/БП12-Г01-6214_orig.jpg,cu_data/dataset/БП12-Г01-6214_orig.jpg,True,БП12-Г01-6214,БП12-Г01-6214,Крышка,крышка,Красноглиняная керамика,керамика,Фрагмент,фрагмент,Крышка,крышка,False,False,False,False,ok,train_seed
1676,БП12-Г01-6335,Изразец,Изразца красноглиняного плоского с белой поливой и кобальтовой росписью фр-т,Керамика,,Фрагмент,Горизонт 1/ мешаная серая супесь с кирпичной крошкой,,,191,dataset/БП12-Г01-6335_orig.jpg,cu_data/dataset/БП12-Г01-6335_orig.jpg,True,БП12-Г01-6335,БП12-Г01-6335,Изразец,изразец,Керамика,керамика,Фрагмент,фрагмент,Изразец,изразец,False,False,False,False,ok,train_seed
1677,БП12-Г01-6336,Тарелка,Тарелки фаянсовой с белой поливой внутри и снаружи и голубой каемкой края фр-т,Фаянс,Д23 см,Фрагмент,Горизонт 1/ мешаная серая супесь с кирпичной крошкой,,,192,dataset/БП12-Г01-6336_orig.jpg,cu_data/dataset/БП12-Г01-6336_orig.jpg,True,БП12-Г01-6336,БП12-Г01-6336,Тарелка,тарелка,Фаянс,фаянс,Фрагмент,фрагмент,Тарелка,тарелка,False,False,False,False,ok,train_seed
1685,БП12-Г01-6522,Блюдце,Блюдца фаянсового с красной окантовкой по краю профиль,Фаянс,"Д8-6; высота 0,8 см",Фрагмент,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,,,194,dataset/БП12-Г01-6522_orig.jpg,cu_data/dataset/БП12-Г01-6522_orig.jpg,True,БП12-Г01-6522,БП12-Г01-6522,Блюдце,блюдце,Фаянс,фаянс,Фрагмент,фрагмент,Блюдце,блюдце,False,False,False,False,ok,train_seed
1686,БП12-Г01-6523,Блюдце,Блюдце фаянсовое с зеленой росписью,Фаянс,"Д14-6; высота 2,5 см",Целый,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,,,195,dataset/БП12-Г01-6523_orig.jpg,cu_data/dataset/БП12-Г01-6523_orig.jpg,True,БП12-Г01-6523,БП12-Г01-6523,Блюдце,блюдце,Фаянс,фаянс,Целый,целый,Блюдце,блюдце,False,False,False,False,ok,train_seed
1688,БП12-Г01-6525,Блюдце,Блюдце фарфоровое с клеймом и золотой росписью фрагментированное,Фарфор,Д14-8; высота 3 см,Фрагмент,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,,,197,dataset/БП12-Г01-6525_orig.jpg,cu_data/dataset/БП12-Г01-6525_orig.jpg,True,БП12-Г01-6525,БП12-Г01-6525,Блюдце,блюдце,Фарфор,фарфор,Фрагмент,фрагмент,Блюдце,блюдце,False,False,False,False,ok,train_seed
1691,БП12-Г01-6538,Крышка,Сосуда фаянсового крышка,Фаянс,Д5; высота 2 см,Целый,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,,,198,dataset/БП12-Г01-6538_orig.jpg,cu_data/dataset/БП12-Г01-6538_orig.jpg,True,БП12-Г01-6538,БП12-Г01-6538,Крышка,крышка,Фаянс,фаянс,Целый,целый,Крышка,крышка,False,False,False,False,ok,train_seed
1736,БП12-Г01-7005,Блюдце,Блюдца фарфорового с красной каемкой профиль,Фарфор,Д14-8; высота 3 см,Фрагмент,Горизонт 1/ темная гумусированная супесь со щепой и кирпичной крошкой,,,202,dataset/БП12-Г01-7005_orig.jpg,cu_data/dataset/БП12-Г01-7005_orig.jpg,True,БП12-Г01-7005,БП12-Г01-7005,Блюдце,блюдце,Фарфор,фарфор,Фрагмент,фрагмент,Блюдце,блюдце,False,False,False,False,ok,train_seed
1741,БП12-Г01-7058,Изразец,Изразец красноглиняный плоский с зеленой поливой фрагментированный,Керамика,"21,5х11х5,4+ см",Фрагмент,Горизонт 1/ гумусированная супесь с кирпичной крошкой,,,203,dataset/БП12-Г01-7058_orig.jpg,cu_data/dataset/БП12-Г01-7058_orig.jpg,True,БП12-Г01-7058,БП12-Г01-7058,Изразец,изразец,Керамика,керамика,Фрагмент,фрагмент,Изразец,изразец,False,False,False,False,ok,train_seed
1743,БП12-Г01-7079,Игрушка,Игрушка белоглиняная с коричневой росписью фрагментированная,Белоглиняная керамика,,Фрагмент,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,,,204,dataset/БП12-Г01-7079_orig.jpg,cu_data/dataset/БП12-Г01-7079_orig.jpg,True,БП12-Г01-7079,БП12-Г01-7079,Игрушка,игрушка,Белоглиняная керамика,керамика,Фрагмент,фрагмент,Игрушка,игрушка,False,False,False,False,ok,train_seed
1746,БП12-Г01-7210,Изразец,Изразца красноглиняного румпы пронумерованной фр-т,Керамика,,Фрагмент,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,,,206,dataset/БП12-Г01-7210_orig.jpg,cu_data/dataset/БП12-Г01-7210_orig.jpg,True,БП12-Г01-7210,БП12-Г01-7210,Изразец,изразец,Керамика,керамика,Фрагмент,фрагмент,Изразец,изразец,False,False,False,False,ok,train_seed
1747,БП12-Г01-7211,Изразец,Изразца красноглиняного румпы пронумерованной фр-т,Керамика,,Фрагмент,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,,,207,dataset/БП12-Г01-7211_orig.jpg,cu_data/dataset/БП12-Г01-7211_orig.jpg,True,БП12-Г01-7211,БП12-Г01-7211,Изразец,изразец,Керамика,керамика,Фрагмент,фрагмент,Изразец,изразец,False,False,False,False,ok,train_seed
1748,БП12-Г01-7212,Изразец,Изразца красноглиняного декорированного фр-т,Керамика,,Фрагмент,Горизонт 1,,,208,dataset/БП12-Г01-7212_orig.jpg,cu_data/dataset/БП12-Г01-7212_orig.jpg,True,БП12-Г01-7212,БП12-Г01-7212,Изразец,изразец,Керамика,керамика,Фрагмент,фрагмент,Изразец,изразец,False,False,False,False,ok,train_seed
